        step	          pH	        temp	         Alk	          mu	     pct_err	      m_Ca+2	      m_Mg+2	        m_K+	       m_Na+	     m_HCO3-	    m_H4SiO4	      m_Al+3	     la_Ca+2	     la_Mg+2	    la_HCO3-	  si_Calcite	 si_Dolomite	 si_Gibbsite	si_Kaolinite	   si_Quartz	si_Anorthite	 si_Diopside	si_Forsterite	 k_Anorthite	dk_Anorthite	  k_Diopside	 dk_Diopside	k_Forsterite	dk_Forsterite	        Step	          pH	  Alkalinity	     Ca_conc	     Mg_conc	   HCO3_conc	
         270	     6.55321	      18.000	 7.77999e-06	 0.000168211	     72.1521	  3.0640e-05	  2.8681e-05	  4.0001e-05	  2.0001e-05	  7.9975e-06	  5.1763e-05	  5.1470e-12	 -4.5393e+00	 -4.5679e+00	 -5.1034e+00	     -5.0418	    -10.0759	     -0.1973	     -0.0000	     -0.2000	    -10.2826	    -11.9304	    -16.3711	  1.5000e+00	 -5.4309e-07	  8.0000e-01	 -1.2271e-07	  2.9999e-01	 -6.7924e-06	  2.7000e+02	  6.5532e+00	  7.7800e-06	  3.0640e-05	  2.8681e-05	  7.9975e-06	
         271	     6.56614	      18.000	 7.88656e-06	 0.000168362	     72.0842	  3.0642e-05	  2.8732e-05	  4.0001e-05	  2.0001e-05	  8.0940e-06	  5.1763e-05	  4.7075e-12	 -4.5393e+00	 -4.5672e+00	 -5.0982e+00	     -5.0237	    -10.0388	     -0.1973	      0.0000	     -0.2000	    -10.2567	    -11.8779	    -16.3178	  1.5000e+00	 -5.4510e-07	  8.0000e-01	 -1.2316e-07	  2.9999e-01	 -6.8176e-06	  2.7100e+02	  6.5661e+00	  7.8866e-06	  3.0642e-05	  2.8732e-05	  8.0940e-06	
         272	     6.57916	      18.000	 7.99315e-06	 0.000168513	     72.0163	  3.0645e-05	  2.8782e-05	  4.0001e-05	  2.0001e-05	  8.1907e-06	  5.1763e-05	  4.3027e-12	 -4.5393e+00	 -4.5664e+00	 -5.0931e+00	     -5.0055	    -10.0017	     -0.1973	      0.0000	     -0.2000	    -10.2306	    -11.8250	    -16.2642	  1.5000e+00	 -5.4712e-07	  8.0000e-01	 -1.2362e-07	  2.9999e-01	 -6.8427e-06	  2.7200e+02	  6.5792e+00	  7.9931e-06	  3.0645e-05	  2.8782e-05	  8.1907e-06	
         273	     6.59229	      18.000	 8.09975e-06	 0.000168664	     71.9484	  3.0647e-05	  2.8833e-05	  4.0001e-05	  2.0001e-05	  8.2875e-06	  5.1763e-05	  3.9300e-12	 -4.5392e+00	 -4.5657e+00	 -5.0880e+00	     -4.9872	     -9.9645	     -0.1973	      0.0000	     -0.2000	    -10.2043	    -11.7717	    -16.2102	  1.5000e+00	 -5.4913e-07	  8.0000e-01	 -1.2407e-07	  2.9999e-01	 -6.8679e-06	  2.7300e+02	  6.5923e+00	  8.0997e-06	  3.0647e-05	  2.8833e-05	  8.2875e-06	
         274	     6.60553	      18.000	 8.20636e-06	 0.000168816	     71.8805	  3.0649e-05	  2.8884e-05	  4.0001e-05	  2.0001e-05	  8.3844e-06	  5.1763e-05	  3.5868e-12	 -4.5392e+00	 -4.5649e+00	 -5.0829e+00	     -4.9689	     -9.9271	     -0.1973	     -0.0000	     -0.2000	    -10.1778	    -11.7180	    -16.1558	  1.5000e+00	 -5.5114e-07	  8.0000e-01	 -1.2453e-07	  2.9999e-01	 -6.8930e-06	  2.7400e+02	  6.6055e+00	  8.2064e-06	  3.0649e-05	  2.8884e-05	  8.3844e-06	
         275	     6.61887	      18.000	   8.313e-06	 0.000168968	     71.8126	  3.0652e-05	  2.8935e-05	  4.0001e-05	  2.0001e-05	  8.4814e-06	  5.1763e-05	  3.2711e-12	 -4.5392e+00	 -4.5642e+00	 -5.0779e+00	     -4.9506	     -9.8897	     -0.1973	      0.0000	     -0.2000	    -10.1511	    -11.6638	    -16.1009	  1.5000e+00	 -5.5315e-07	  8.0000e-01	 -1.2498e-07	  2.9999e-01	 -6.9182e-06	  2.7500e+02	  6.6189e+00	  8.3130e-06	  3.0652e-05	  2.8935e-05	  8.4814e-06	
         276	     6.63234	      18.000	 8.41964e-06	  0.00016912	     71.7447	  3.0654e-05	  2.8985e-05	  4.0001e-05	  2.0001e-05	  8.5784e-06	  5.1763e-05	  2.9806e-12	 -4.5392e+00	 -4.5634e+00	 -5.0730e+00	     -4.9321	     -9.8521	     -0.1973	      0.0000	     -0.2000	    -10.1242	    -11.6092	    -16.0455	  1.5000e+00	 -5.5516e-07	  8.0000e-01	 -1.2544e-07	  2.9999e-01	 -6.9433e-06	  2.7600e+02	  6.6323e+00	  8.4196e-06	  3.0654e-05	  2.8985e-05	  8.5784e-06	
         277	     6.64594	      18.000	 8.52631e-06	 0.000169272	     71.6769	  3.0657e-05	  2.9036e-05	  4.0001e-05	  2.0001e-05	  8.6756e-06	  5.1763e-05	  2.7136e-12	 -4.5391e+00	 -4.5627e+00	 -5.0681e+00	     -4.9136	     -9.8143	     -0.1973	      0.0000	     -0.2000	    -10.0969	    -11.5540	    -15.9896	  1.5000e+00	 -5.5717e-07	  8.0000e-01	 -1.2589e-07	  2.9999e-01	 -6.9685e-06	  2.7700e+02	  6.6459e+00	  8.5263e-06	  3.0657e-05	  2.9036e-05	  8.6756e-06	
         278	     6.65967	      18.000	 8.63299e-06	 0.000169424	      71.609	  3.0659e-05	  2.9087e-05	  4.0001e-05	  2.0001e-05	  8.7729e-06	  5.1763e-05	  2.4682e-12	 -4.5391e+00	 -4.5619e+00	 -5.0633e+00	     -4.8950	     -9.7764	     -0.1973	      0.0000	     -0.2000	    -10.0695	    -11.4983	    -15.9332	  1.5000e+00	 -5.5918e-07	  8.0000e-01	 -1.2634e-07	  2.9999e-01	 -6.9937e-06	  2.7800e+02	  6.6597e+00	  8.6330e-06	  3.0659e-05	  2.9087e-05	  8.7729e-06	
         279	     6.67354	      18.000	 8.73969e-06	 0.000169576	     71.5412	  3.0662e-05	  2.9137e-05	  4.0001e-05	  2.0001e-05	  8.8702e-06	  5.1763e-05	  2.2427e-12	 -4.5391e+00	 -4.5612e+00	 -5.0585e+00	     -4.8763	     -9.7383	     -0.1973	      0.0000	     -0.2000	    -10.0417	    -11.4421	    -15.8762	  1.5000e+00	 -5.6120e-07	  8.0000e-01	 -1.2680e-07	  2.9999e-01	 -7.0188e-06	  2.7900e+02	  6.6735e+00	  8.7397e-06	  3.0662e-05	  2.9137e-05	  8.8702e-06	
         280	     6.68757	      18.000	 8.84641e-06	 0.000169729	     71.4734	  3.0664e-05	  2.9188e-05	  4.0001e-05	  2.0001e-05	  8.9676e-06	  5.1763e-05	  2.0358e-12	 -4.5391e+00	 -4.5604e+00	 -5.0537e+00	     -4.8576	     -9.7000	     -0.1973	      0.0000	     -0.2000	    -10.0136	    -11.3852	    -15.8186	  1.5000e+00	 -5.6321e-07	  8.0000e-01	 -1.2725e-07	  2.9999e-01	 -7.0440e-06	  2.8000e+02	  6.6876e+00	  8.8464e-06	  3.0664e-05	  2.9188e-05	  8.9676e-06	
         281	     6.70175	      18.000	 8.95315e-06	 0.000169882	     71.4057	  3.0666e-05	  2.9239e-05	  4.0001e-05	  2.0001e-05	  9.0650e-06	  5.1763e-05	  1.8459e-12	 -4.5390e+00	 -4.5597e+00	 -5.0491e+00	     -4.8387	     -9.6615	     -0.1973	      0.0000	     -0.2000	     -9.9852	    -11.3277	    -15.7604	  1.5000e+00	 -5.6522e-07	  8.0000e-01	 -1.2771e-07	  2.9999e-01	 -7.0691e-06	  2.8100e+02	  6.7018e+00	  8.9531e-06	  3.0666e-05	  2.9239e-05	  9.0650e-06	
         282	      6.7161	      18.000	 9.05991e-06	 0.000170034	     71.3379	  3.0669e-05	  2.9289e-05	  4.0001e-05	  2.0001e-05	  9.1624e-06	  5.1763e-05	  1.6718e-12	 -4.5390e+00	 -4.5589e+00	 -5.0444e+00	     -4.8196	     -9.6228	     -0.1973	      0.0000	     -0.2000	     -9.9565	    -11.2695	    -15.7015	  1.5000e+00	 -5.6723e-07	  8.0000e-01	 -1.2816e-07	  2.9999e-01	 -7.0943e-06	  2.8200e+02	  6.7161e+00	  9.0599e-06	  3.0669e-05	  2.9289e-05	  9.1624e-06	
         283	     6.73063	      18.000	 9.16669e-06	 0.000170187	     71.2703	  3.0671e-05	  2.9340e-05	  4.0001e-05	  2.0001e-05	  9.2599e-06	  5.1763e-05	  1.5122e-12	 -4.5390e+00	 -4.5582e+00	 -5.0398e+00	     -4.8005	     -9.5838	     -0.1973	     -0.0000	     -0.2000	     -9.9274	    -11.2107	    -15.6419	  1.5000e+00	 -5.6924e-07	  8.0000e-01	 -1.2862e-07	  2.9999e-01	 -7.1194e-06	  2.8300e+02	  6.7306e+00	  9.1667e-06	  3.0671e-05	  2.9340e-05	  9.2599e-06	
         284	     6.74535	      18.000	 9.27349e-06	  0.00017034	     71.2026	  3.0674e-05	  2.9391e-05	  4.0001e-05	  2.0001e-05	  9.3574e-06	  5.1763e-05	  1.3661e-12	 -4.5390e+00	 -4.5575e+00	 -5.0353e+00	     -4.7812	     -9.5445	     -0.1973	     -0.0000	     -0.2000	     -9.8980	    -11.1510	    -15.5816	  1.5000e+00	 -5.7125e-07	  8.0000e-01	 -1.2907e-07	  2.9999e-01	 -7.1446e-06	  2.8400e+02	  6.7453e+00	  9.2735e-06	  3.0674e-05	  2.9391e-05	  9.3574e-06	
         285	     6.76026	      18.000	 9.38032e-06	 0.000170494	      71.135	  3.0676e-05	  2.9441e-05	  4.0001e-05	  2.0001e-05	  9.4549e-06	  5.1763e-05	  1.2324e-12	 -4.5389e+00	 -4.5567e+00	 -5.0308e+00	     -4.7618	     -9.5049	     -0.1973	      0.0000	     -0.2000	     -9.8681	    -11.0906	    -15.5205	  1.5000e+00	 -5.7326e-07	  8.0000e-01	 -1.2953e-07	  2.9999e-01	 -7.1698e-06	  2.8500e+02	  6.7603e+00	  9.3803e-06	  3.0676e-05	  2.9441e-05	  9.4549e-06	
         286	     6.77539	      18.000	 9.48717e-06	 0.000170647	     71.0675	  3.0679e-05	  2.9492e-05	  4.0001e-05	  2.0001e-05	  9.5524e-06	  5.1763e-05	  1.1102e-12	 -4.5389e+00	 -4.5560e+00	 -5.0263e+00	     -4.7422	     -9.4650	     -0.1973	     -0.0000	     -0.2000	     -9.8378	    -11.0294	    -15.4585	  1.5000e+00	 -5.7528e-07	  8.0000e-01	 -1.2998e-07	  2.9999e-01	 -7.1949e-06	  2.8600e+02	  6.7754e+00	  9.4872e-06	  3.0679e-05	  2.9492e-05	  9.5524e-06	
         287	     6.79073	      18.000	 9.59406e-06	 0.000170801	          71	  3.0681e-05	  2.9543e-05	  4.0001e-05	  2.0001e-05	  9.6499e-06	  5.1763e-05	  9.9864e-13	 -4.5389e+00	 -4.5553e+00	 -5.0219e+00	     -4.7224	     -9.4247	     -0.1973	      0.0000	     -0.2000	     -9.8071	    -10.9672	    -15.3956	  1.5000e+00	 -5.7729e-07	  8.0000e-01	 -1.3043e-07	  2.9999e-01	 -7.2201e-06	  2.8700e+02	  6.7907e+00	  9.5941e-06	  3.0681e-05	  2.9543e-05	  9.6499e-06	
         288	     6.80631	      18.000	 9.70097e-06	 0.000170954	     70.9325	  3.0683e-05	  2.9593e-05	  4.0001e-05	  2.0001e-05	  9.7474e-06	  5.1763e-05	  8.9681e-13	 -4.5389e+00	 -4.5545e+00	 -5.0176e+00	     -4.7024	     -9.3841	     -0.1973	     -0.0000	     -0.2000	     -9.7759	    -10.9042	    -15.3319	  1.5000e+00	 -5.7930e-07	  8.0000e-01	 -1.3089e-07	  2.9999e-01	 -7.2452e-06	  2.8800e+02	  6.8063e+00	  9.7010e-06	  3.0683e-05	  2.9593e-05	  9.7474e-06	
         289	     6.82213	      18.000	 9.80791e-06	 0.000171108	     70.8651	  3.0686e-05	  2.9644e-05	  4.0001e-05	  2.0001e-05	  9.8448e-06	  5.1763e-05	  8.0399e-13	 -4.5389e+00	 -4.5538e+00	 -5.0132e+00	     -4.6823	     -9.3431	     -0.1973	     -0.0000	     -0.2000	     -9.7443	    -10.8401	    -15.2671	  1.5000e+00	 -5.8131e-07	  8.0000e-01	 -1.3134e-07	  2.9999e-01	 -7.2704e-06	  2.8900e+02	  6.8221e+00	  9.8079e-06	  3.0686e-05	  2.9644e-05	  9.8448e-06	
         290	     6.83822	      18.000	 9.91489e-06	 0.000171262	     70.7977	  3.0688e-05	  2.9695e-05	  4.0001e-05	  2.0001e-05	  9.9421e-06	  5.1763e-05	  7.1948e-13	 -4.5388e+00	 -4.5531e+00	 -5.0090e+00	     -4.6619	     -9.3016	     -0.1973	     -0.0000	     -0.2000	     -9.7121	    -10.7750	    -15.2013	  1.5000e+00	 -5.8332e-07	  8.0000e-01	 -1.3180e-07	  2.9999e-01	 -7.2955e-06	  2.9000e+02	  6.8382e+00	  9.9149e-06	  3.0688e-05	  2.9695e-05	  9.9421e-06	
         291	     6.85458	      18.000	 1.00219e-05	 0.000171416	     70.7304	  3.0691e-05	  2.9745e-05	  4.0001e-05	  2.0001e-05	  1.0039e-05	  5.1763e-05	  6.4263e-13	 -4.5388e+00	 -4.5523e+00	 -5.0047e+00	     -4.6413	     -9.2597	     -0.1973	     -0.0000	     -0.2000	     -9.6793	    -10.7088	    -15.1344	  1.5000e+00	 -5.8533e-07	  8.0000e-01	 -1.3225e-07	  2.9999e-01	 -7.3207e-06	  2.9100e+02	  6.8546e+00	  1.0022e-05	  3.0691e-05	  2.9745e-05	  1.0039e-05	
         292	     6.87124	      18.000	  1.0129e-05	  0.00017157	     70.6632	  3.0693e-05	  2.9796e-05	  4.0001e-05	  2.0001e-05	  1.0136e-05	  5.1763e-05	  5.7283e-13	 -4.5388e+00	 -4.5516e+00	 -5.0006e+00	     -4.6204	     -9.2172	     -0.1973	     -0.0000	     -0.2000	     -9.6460	    -10.6415	    -15.0663	  1.5000e+00	 -5.8734e-07	  8.0000e-01	 -1.3271e-07	  2.9999e-01	 -7.3459e-06	  2.9200e+02	  6.8712e+00	  1.0129e-05	  3.0693e-05	  2.9796e-05	  1.0136e-05	
         293	      6.8882	      18.000	 1.02361e-05	 0.000171724	      70.596	  3.0696e-05	  2.9847e-05	  4.0001e-05	  2.0001e-05	  1.0234e-05	  5.1763e-05	  5.0952e-13	 -4.5388e+00	 -4.5509e+00	 -4.9964e+00	     -4.5993	     -9.1743	     -0.1973	      0.0000	     -0.2000	     -9.6121	    -10.5729	    -14.9970	  1.5000e+00	 -5.8936e-07	  8.0000e-01	 -1.3316e-07	  2.9999e-01	 -7.3710e-06	  2.9300e+02	  6.8882e+00	  1.0236e-05	  3.0696e-05	  2.9847e-05	  1.0234e-05	
         294	     6.90549	      18.000	 1.03432e-05	 0.000171879	     70.5288	  3.0698e-05	  2.9897e-05	  4.0001e-05	  2.0001e-05	  1.0330e-05	  5.1763e-05	  4.5218e-13	 -4.5387e+00	 -4.5502e+00	 -4.9923e+00	     -4.5779	     -9.1308	     -0.1973	      0.0000	     -0.2000	     -9.5774	    -10.5029	    -14.9264	  1.5000e+00	 -5.9137e-07	  8.0000e-01	 -1.3362e-07	  2.9999e-01	 -7.3962e-06	  2.9400e+02	  6.9055e+00	  1.0343e-05	  3.0698e-05	  2.9897e-05	  1.0330e-05	
         295	     6.92312	      18.000	 1.04504e-05	 0.000172033	     70.4617	  3.0700e-05	  2.9948e-05	  4.0001e-05	  2.0001e-05	  1.0427e-05	  5.1763e-05	  4.0034e-13	 -4.5387e+00	 -4.5494e+00	 -4.9883e+00	     -4.5562	     -9.0867	     -0.1973	      0.0000	     -0.2000	     -9.5422	    -10.4316	    -14.8544	  1.5000e+00	 -5.9338e-07	  8.0000e-01	 -1.3407e-07	  2.9999e-01	 -7.4213e-06	  2.9500e+02	  6.9231e+00	  1.0450e-05	  3.0700e-05	  2.9948e-05	  1.0427e-05	
         296	     6.94113	      18.000	 1.05576e-05	 0.000172188	     70.3947	  3.0703e-05	  2.9999e-05	  4.0001e-05	  2.0001e-05	  1.0524e-05	  5.1763e-05	  3.5354e-13	 -4.5387e+00	 -4.5487e+00	 -4.9843e+00	     -4.5342	     -9.0419	     -0.1973	      0.0000	     -0.2000	     -9.5061	    -10.3589	    -14.7810	  1.5000e+00	 -5.9539e-07	  8.0000e-01	 -1.3452e-07	  2.9999e-01	 -7.4465e-06	  2.9600e+02	  6.9411e+00	  1.0558e-05	  3.0703e-05	  2.9999e-05	  1.0524e-05	
         297	     6.95952	      18.000	 1.06649e-05	 0.000172342	     70.3278	  3.0705e-05	  3.0049e-05	  4.0001e-05	  2.0001e-05	  1.0620e-05	  5.1763e-05	  3.1138e-13	 -4.5387e+00	 -4.5480e+00	 -4.9803e+00	     -4.5118	     -8.9965	     -0.1973	      0.0000	     -0.2000	     -9.4693	    -10.2846	    -14.7059	  1.5000e+00	 -5.9740e-07	  8.0000e-01	 -1.3498e-07	  2.9999e-01	 -7.4716e-06	  2.9700e+02	  6.9595e+00	  1.0665e-05	  3.0705e-05	  3.0049e-05	  1.0620e-05	
         298	     6.97833	      18.000	 1.07723e-05	 0.000172497	     70.2609	  3.0708e-05	  3.0100e-05	  4.0001e-05	  2.0001e-05	  1.0716e-05	  5.1763e-05	  2.7346e-13	 -4.5387e+00	 -4.5473e+00	 -4.9764e+00	     -4.4891	     -8.9503	     -0.1973	      0.0000	     -0.2000	     -9.4317	    -10.2086	    -14.6293	  1.5000e+00	 -5.9941e-07	  8.0000e-01	 -1.3543e-07	  2.9999e-01	 -7.4968e-06	  2.9800e+02	  6.9783e+00	  1.0772e-05	  3.0708e-05	  3.0100e-05	  1.0716e-05	
         299	     6.99757	      18.000	 1.08797e-05	 0.000172652	     70.1941	  3.0710e-05	  3.0151e-05	  4.0001e-05	  2.0001e-05	  1.0812e-05	  5.1763e-05	  2.3944e-13	 -4.5386e+00	 -4.5466e+00	 -4.9726e+00	     -4.4659	     -8.9034	     -0.1973	     -0.0000	     -0.2000	     -9.3932	    -10.1309	    -14.5509	  1.5000e+00	 -6.0143e-07	  8.0000e-01	 -1.3589e-07	  2.9999e-01	 -7.5220e-06	  2.9900e+02	  6.9976e+00	  1.0880e-05	  3.0710e-05	  3.0151e-05	  1.0812e-05	
         300	     7.01728	      18.000	 1.09872e-05	 0.000172807	     70.1273	  3.0713e-05	  3.0201e-05	  4.0001e-05	  2.0001e-05	  1.0907e-05	  5.1763e-05	  2.0897e-13	 -4.5386e+00	 -4.5458e+00	 -4.9688e+00	     -4.4424	     -8.8556	     -0.1973	      0.0000	     -0.2000	     -9.3537	    -10.0513	    -14.4706	  1.5000e+00	 -6.0344e-07	  8.0000e-01	 -1.3634e-07	  2.9999e-01	 -7.5471e-06	  3.0000e+02	  7.0173e+00	  1.0987e-05	  3.0713e-05	  3.0201e-05	  1.0907e-05	
         301	     7.03748	      18.000	 1.10948e-05	 0.000172962	     70.0606	  3.0715e-05	  3.0252e-05	  4.0001e-05	  2.0001e-05	  1.1002e-05	  5.1763e-05	  1.8176e-13	 -4.5386e+00	 -4.5451e+00	 -4.9650e+00	     -4.4184	     -8.8069	     -0.1973	      0.0000	     -0.2000	     -9.3133	     -9.9698	    -14.3884	  1.5000e+00	 -6.0545e-07	  8.0000e-01	 -1.3680e-07	  2.9999e-01	 -7.5723e-06	  3.0100e+02	  7.0375e+00	  1.1095e-05	  3.0715e-05	  3.0252e-05	  1.1002e-05	
         302	     7.05821	      18.000	 1.12025e-05	 0.000173117	      69.994	  3.0717e-05	  3.0303e-05	  4.0001e-05	  2.0001e-05	  1.1097e-05	  5.1763e-05	  1.5753e-13	 -4.5386e+00	 -4.5444e+00	 -4.9613e+00	     -4.3939	     -8.7573	     -0.1973	      0.0000	     -0.2000	     -9.2718	     -9.8861	    -14.3040	  1.5000e+00	 -6.0746e-07	  8.0000e-01	 -1.3725e-07	  2.9999e-01	 -7.5974e-06	  3.0200e+02	  7.0582e+00	  1.1203e-05	  3.0717e-05	  3.0303e-05	  1.1097e-05	
         303	     7.07949	      18.000	 1.13103e-05	 0.000173273	     69.9275	  3.0720e-05	  3.0353e-05	  4.0001e-05	  2.0001e-05	  1.1191e-05	  5.1763e-05	  1.3600e-13	 -4.5385e+00	 -4.5437e+00	 -4.9576e+00	     -4.3690	     -8.7067	     -0.1973	     -0.0000	     -0.2000	     -9.2292	     -9.8003	    -14.2175	  1.5000e+00	 -6.0947e-07	  8.0000e-01	 -1.3771e-07	  2.9999e-01	 -7.6226e-06	  3.0300e+02	  7.0795e+00	  1.1310e-05	  3.0720e-05	  3.0353e-05	  1.1191e-05	
         304	     7.10136	      18.000	 1.14182e-05	 0.000173428	      69.861	  3.0722e-05	  3.0404e-05	  4.0001e-05	  2.0001e-05	  1.1285e-05	  5.1763e-05	  1.1693e-13	 -4.5385e+00	 -4.5430e+00	 -4.9540e+00	     -4.3435	     -8.6550	     -0.1973	      0.0000	     -0.2000	     -9.1855	     -9.7120	    -14.1286	  1.5000e+00	 -6.1148e-07	  8.0000e-01	 -1.3816e-07	  2.9999e-01	 -7.6477e-06	  3.0400e+02	  7.1014e+00	  1.1418e-05	  3.0722e-05	  3.0404e-05	  1.1285e-05	
         305	     7.12386	      18.000	 1.15262e-05	 0.000173584	     69.7946	  3.0725e-05	  3.0455e-05	  4.0001e-05	  2.0001e-05	  1.1377e-05	  5.1763e-05	  1.0011e-13	 -4.5385e+00	 -4.5423e+00	 -4.9504e+00	     -4.3174	     -8.6021	     -0.1973	     -0.0000	     -0.2000	     -9.1405	     -9.6213	    -14.0371	  1.5000e+00	 -6.1349e-07	  8.0000e-01	 -1.3861e-07	  2.9999e-01	 -7.6729e-06	  3.0500e+02	  7.1239e+00	  1.1526e-05	  3.0725e-05	  3.0455e-05	  1.1377e-05	
         306	     7.14702	      18.000	 1.16344e-05	 0.000173739	     69.7282	  3.0727e-05	  3.0505e-05	  4.0001e-05	  2.0001e-05	  1.1470e-05	  5.1763e-05	  8.5313e-14	 -4.5385e+00	 -4.5416e+00	 -4.9469e+00	     -4.2907	     -8.5480	     -0.1973	      0.0000	     -0.2000	     -9.0941	     -9.5279	    -13.9431	  1.5000e+00	 -6.1551e-07	  8.0000e-01	 -1.3907e-07	  2.9999e-01	 -7.6981e-06	  3.0600e+02	  7.1470e+00	  1.1634e-05	  3.0727e-05	  3.0505e-05	  1.1470e-05	
         307	     7.17088	      18.000	 1.17427e-05	 0.000173895	      69.662	  3.0729e-05	  3.0556e-05	  4.0001e-05	  2.0001e-05	  1.1561e-05	  5.1763e-05	  7.2352e-14	 -4.5384e+00	 -4.5408e+00	 -4.9435e+00	     -4.2634	     -8.4927	     -0.1973	      0.0000	     -0.2000	     -9.0464	     -9.4317	    -13.8462	  1.5000e+00	 -6.1752e-07	  8.0000e-01	 -1.3952e-07	  2.9999e-01	 -7.7232e-06	  3.0700e+02	  7.1709e+00	  1.1743e-05	  3.0729e-05	  3.0556e-05	  1.1561e-05	
         308	     7.19549	      18.000	 1.18512e-05	 0.000174051	     69.5957	  3.0732e-05	  3.0606e-05	  4.0001e-05	  2.0001e-05	  1.1652e-05	  5.1763e-05	  6.1046e-14	 -4.5384e+00	 -4.5401e+00	 -4.9401e+00	     -4.2354	     -8.4360	     -0.1973	      0.0000	     -0.2000	     -8.9971	     -9.3326	    -13.7464	  1.5000e+00	 -6.1953e-07	  8.0000e-01	 -1.3998e-07	  2.9999e-01	 -7.7484e-06	  3.0800e+02	  7.1955e+00	  1.1851e-05	  3.0732e-05	  3.0606e-05	  1.1652e-05	
         309	     7.22088	      18.000	 1.19599e-05	 0.000174207	     69.5296	  3.0734e-05	  3.0657e-05	  4.0001e-05	  2.0001e-05	  1.1741e-05	  5.1763e-05	  5.1230e-14	 -4.5384e+00	 -4.5394e+00	 -4.9368e+00	     -4.2066	     -8.3778	     -0.1973	     -0.0000	     -0.2000	     -8.9463	     -9.2303	    -13.6434	  1.5000e+00	 -6.2154e-07	  8.0000e-01	 -1.4043e-07	  2.9999e-01	 -7.7735e-06	  3.0900e+02	  7.2209e+00	  1.1960e-05	  3.0734e-05	  3.0657e-05	  1.1741e-05	
         310	     7.24708	      18.000	 1.20689e-05	 0.000174363	     69.4635	  3.0737e-05	  3.0708e-05	  4.0001e-05	  2.0001e-05	  1.1830e-05	  5.1763e-05	  4.2749e-14	 -4.5384e+00	 -4.5387e+00	 -4.9335e+00	     -4.1771	     -8.3182	     -0.1973	      0.0000	     -0.2000	     -8.8939	     -9.1248	    -13.5372	  1.5000e+00	 -6.2355e-07	  8.0000e-01	 -1.4089e-07	  2.9999e-01	 -7.7987e-06	  3.1000e+02	  7.2471e+00	  1.2069e-05	  3.0737e-05	  3.0708e-05	  1.1830e-05	
         311	     7.27415	      18.000	  1.2178e-05	 0.000174519	     69.3975	  3.0739e-05	  3.0758e-05	  4.0001e-05	  2.0001e-05	  1.1917e-05	  5.1763e-05	  3.5461e-14	 -4.5384e+00	 -4.5380e+00	 -4.9303e+00	     -4.1469	     -8.2570	     -0.1973	      0.0000	     -0.2000	     -8.8397	     -9.0158	    -13.4275	  1.5000e+00	 -6.2556e-07	  8.0000e-01	 -1.4134e-07	  2.9999e-01	 -7.8238e-06	  3.1100e+02	  7.2742e+00	  1.2178e-05	  3.0739e-05	  3.0758e-05	  1.1917e-05	
         312	     7.30211	      18.000	 1.22875e-05	 0.000174676	     69.3316	  3.0741e-05	  3.0809e-05	  4.0001e-05	  2.0001e-05	  1.2002e-05	  5.1763e-05	  2.9234e-14	 -4.5383e+00	 -4.5373e+00	 -4.9272e+00	     -4.1158	     -8.1941	     -0.1973	     -0.0000	     -0.2000	     -8.7838	     -8.9032	    -13.3142	  1.5000e+00	 -6.2757e-07	  8.0000e-01	 -1.4180e-07	  2.9999e-01	 -7.8490e-06	  3.1200e+02	  7.3021e+00	  1.2287e-05	  3.0741e-05	  3.0809e-05	  1.2002e-05	
         313	     7.33099	      18.000	 1.23972e-05	 0.000174832	     69.2657	  3.0744e-05	  3.0860e-05	  4.0001e-05	  2.0001e-05	  1.2086e-05	  5.1762e-05	  2.3948e-14	 -4.5383e+00	 -4.5366e+00	 -4.9242e+00	     -4.0838	     -8.1296	     -0.1973	      0.0000	     -0.2000	     -8.7260	     -8.7869	    -13.1973	  1.5000e+00	 -6.2959e-07	  8.0000e-01	 -1.4225e-07	  2.9999e-01	 -7.8742e-06	  3.1300e+02	  7.3310e+00	  1.2397e-05	  3.0744e-05	  3.0860e-05	  1.2086e-05	
         314	     7.36082	      18.000	 1.25073e-05	 0.000174989	     69.1999	  3.0746e-05	  3.0910e-05	  4.0001e-05	  2.0001e-05	  1.2168e-05	  5.1762e-05	  1.9490e-14	 -4.5383e+00	 -4.5359e+00	 -4.9213e+00	     -4.0511	     -8.0633	     -0.1973	      0.0000	     -0.2000	     -8.6663	     -8.6669	    -13.0766	  1.5000e+00	 -6.3160e-07	  8.0000e-01	 -1.4271e-07	  2.9999e-01	 -7.8993e-06	  3.1400e+02	  7.3608e+00	  1.2507e-05	  3.0746e-05	  3.0910e-05	  1.2168e-05	
         315	     7.39159	      18.000	 1.26179e-05	 0.000175146	     69.1342	  3.0749e-05	  3.0961e-05	  4.0001e-05	  2.0001e-05	  1.2248e-05	  5.1762e-05	  1.5759e-14	 -4.5383e+00	 -4.5352e+00	 -4.9184e+00	     -4.0174	     -7.9954	     -0.1973	     -0.0000	     -0.2000	     -8.6048	     -8.5431	    -12.9521	  1.5000e+00	 -6.3361e-07	  8.0000e-01	 -1.4316e-07	  2.9999e-01	 -7.9245e-06	  3.1500e+02	  7.3916e+00	  1.2618e-05	  3.0749e-05	  3.0961e-05	  1.2248e-05	
